GDP_Growth_Rate,Inflation_Rate,GDP_Per_Capita,Unemployment_Rate,Cost of Living Index,Local Purchasing Power Index,Country,Year
1.137275544,14.719550406013562,253.3823695,12.914540829401234,29.533091870968452,26.443422240361823,Africa Eastern and Southern,1970
17.56641211,4.400538323118064,219.8653684,7.957216709625748,48.871192271623805,11.141121335606469,Africa Western and Central,1970
22.32043828,24.354935249211792,351.870854,10.335171348259959,34.60917001949267,31.858990221802383,Arab World,1970
3.045643319,7.878359854357162,13823.909848407022,10.259943116607188,41.46102855816581,26.21335065859139,Argentina,1970
7.175799265,3.439153439,3304.83782,9.488255772506866,40.21179867182109,36.1773555951612,Australia,1970
7.122875502,4.372824416,2058.769051,10.41949474693892,37.77885524372082,39.66032338505418,Austria,1970
21.32567073,-0.199650611,69.39510892,2.3741075574222186,48.52955816093259,24.91877539975304,Burundi,1970
6.352672114,3.908472385,2765.890997,10.015085425205257,38.52328910258014,37.678149240253994,Belgium,1970
2.097757581,10652.27587569025,110.34695,3.4027012538049886,31.539882834465732,26.23737688244155,Benin,1970
0.117019611,1.772603315,81.68773209,2.8911636615036436,42.30826704504842,24.090109357503025,Burkina Faso,1970
5.619852293,9754.536684179795,133.1429452,2.3650975236560137,34.63131877726122,30.53395896733363,Bangladesh,1970
-5.649649519,6.152093421,3005.784399,10.784394939586145,32.97040776382601,38.43299692599435,"Bahamas, The",1970
4.807693364,17.277226476966987,441.1719393,9.029641711667198,31.572902330507393,26.437513920435077,Belize,1970
6.31229236,11.200494493301692,3387.272727,9.822889224231618,33.357663811794275,35.815765269248864,Bermuda,1970
5.231029301,3.955509211,219.55969,2.6269115023933938,41.847825057654596,23.400733527121115,Bolivia,1970
10.4,4.577298400013018,6488.663741616252,9.909427206341844,35.27671303468805,36.06667797852532,Brazil,1970
9.509402995,7.284216374,688.5346662,6.9338951866899246,38.0426765608702,25.589742501879403,Barbados,1970
17.12026767,4.540345143720603,162.506051,8.590172214244115,47.06952211983401,11.470965097130035,Botswana,1970
2.332880877,10.348081248163766,91.47264874,19.36973789594553,42.73180366261988,11.862687822331166,Central African Republic,1970
2.918713242,3.346039814,4135.821498,10.170988437822112,42.622804725230495,37.33640319421513,Canada,1970
6.377406519,3.615986786,4044.420682,10.026852529038415,43.82656760256618,36.755882460219496,Switzerland,1970
1.82896697,16.188310384553507,931.1267372,12.492600668946684,29.10985191331409,28.341194215412845,Chile,1970
19.3,31.43247774612847,113.1625778,10.423116992749877,33.46153638058454,30.097933316690586,China,1970
10.37503184,8.205190543,265.7403582,2.4431101503989416,49.456271436547944,22.981793811486543,Cote d'Ivoire,1970
3.092068234,5.858085809,178.4061667,2.6627328097321246,35.99145679381893,26.62113229482287,Cameroon,1970
-0.245056575,8.025284045,16750.318751764324,13.6819870547721,37.55801228763455,33.77408698568511,"Congo, Dem. Rep.",1970
6.358470187,12.923271783808469,196.8238117,12.745076701777933,31.711012468581192,25.803113281609786,"Congo, Rep.",1970
6.207796961,6.908622758,344.3325998,2.6461847627373936,40.66876748967346,27.730989951430185,Colombia,1970
7.503134343,4.652297493,530.7063376,2.9703254584314256,41.74121749162444,24.92069000356831,Costa Rica,1970
1.078585387,15.340944479786566,709.9327389,12.759263922919878,29.7229573460738,26.368540753129803,Caribbean small states,1970
5.103144545,3.450249364,2761.166833,9.687702848347765,39.602308912956595,37.77126909261439,Germany,1970
1.596841747,6.514841417,3464.455156,10.131089007027992,33.33659682608847,39.070835756951375,Denmark,1970
18.22668288,3.816666666,331.8907091,2.052527981842191,41.88910305398007,26.345409831680385,Dominican Republic,1970
8.86265711,6.599999999,352.5338404,6.148464730138332,37.86707180822999,23.720738144416256,Algeria,1970
13.44169049,11.99744062003946,113.8319801,18.994091039604154,47.06952211983401,11.559333148711945,East Asia & Pacific (excluding high income),1970
8.289922,3.812664908,215.3002986,6.99263307304448,41.6159572965656,24.35527741523475,Early-demographic dividend,1970
3.891123438,3103.153622994338,320.2438084,2.5692437327170405,34.59197554644515,30.75183273812367,East Asia & Pacific,1970
4.984959216,12.411918790964128,1384.314136,9.16806877642554,31.604493603237916,34.15686070991327,Europe & Central Asia,1970
6.87192933,5.17127612,463.7724284,6.8143380894888415,38.68005928297533,27.858099137364274,Ecuador,1970
5.598515038,3.762898596,231.2174024,2.6381237028214715,41.847825057654596,23.862408894956605,"Egypt, Arab Rep.",1970
5.59703132,4.1406484,2215.089405,10.849143492250223,37.503604115653765,38.5051723610623,Euro area,1970
4.244970767,5.731144843,1212.289326,6.369837115783532,32.866784102567046,27.71208878540455,Spain,1970
3.48272874,10.12195122,107.5783521,8.286455710111818,32.75592237816401,25.908185480032966,Ethiopia,1970
5.508305287,4.50608893,1888.62756,10.984430076689877,37.905573266135406,39.790064429047405,European Union,1970
12.2177344,3599.6901736763743,214.4787957,2.2051182032940413,35.45580914125934,30.529461393715593,Fragile and conflict affected situations,1970
7.470432644,2.740420431,2465.644819,10.281182410739243,40.512835358478384,37.18053877849126,Finland,1970
12.70271113,4.124178563,416.7253857,2.096182684208687,43.74989102805525,23.117243332245156,Fiji,1970
6.108679758,5.299641246,2870.15751,9.942585317627797,34.951133395166345,37.53898249805011,France,1970
8.679342176,3.812664908,542.2083275,6.808018470032526,41.85127354931068,24.35527741523475,Gabon,1970
2.708581505,6.366568417,2347.544318,9.922185509339378,34.45262183448671,40.1014172083163,United Kingdom,1970
12.05207582,12.385559391099678,1951.156543653522,7.08533666741323,32.06649031451145,36.83756295635373,Georgia,1970
9.723472587,3.030303031,249.9133518,2.0241161172686817,43.22427265461749,25.010924644177866,Ghana,1970
6.153846573,-1.98509388,98.90867695,8.36577260718496,50.2404777731229,28.76745557729733,"Gambia, The",1970
8.930580656,2.841670679,1494.387984,11.427703527706534,38.69484627934053,37.483744363755754,Greece,1970
5.707883598,2.344339349,349.0249756,2.6048553271906187,41.23925284613602,23.275539954277153,Guatemala,1970
4.255456893,18.645825651945074,379.7175797,9.440026460512284,31.572902330507393,26.31055846206956,Guyana,1970
3.019043913,4.6881670860574784,2441.674489,11.574446613760346,44.580981009940906,9.816175873966465,High income,1970
9.206830693,15.370507814230114,960.0319615,9.73892285877171,31.84213983581161,27.679320491970604,"Hong Kong SAR, China",1970
3.62672094,2.880886427,259.8146512,2.6048553271906187,40.57346719135751,23.95497953819667,Honduras,1970
0.016209375,13.705621985853938,158.7043215,13.42793352804386,29.889804772229823,27.799620661186335,Heavily indebted poor countries (HIPC),1970
0.651153708,1.368493407,70.75695414,6.187835106718723,46.28209203211761,24.259956882139694,Haiti,1970
4.7,16.93235149078828,557.3729824,9.066553505690711,31.572902330507393,26.437513920435077,Hungary,1970
7.70145871,3392.0082448562953,257.4849816,2.403690002005247,34.649741851236655,25.703705724262814,IBRD only,1970
7.776299083,3586.7257910610224,243.5104304,2.403690002005247,35.5869507329984,25.661159889858613,IDA & IBRD total,1970
8.242260751,12.940830414379255,166.4781984,11.91497221738505,31.840232867735434,27.25434349710419,IDA total,1970
17.96419712,4.540345143720603,205.2182413,8.700852767892323,47.06952211983401,11.470965097130035,IDA blend,1970
7.554634515,12.39946465,79.41345543,2.417410311344647,40.43211245349362,25.896275407997262,Indonesia,1970
0.869641654,15.504277983919375,150.0323861,12.817353363123374,29.32554092758782,26.443422240361823,IDA only,1970
5.157229737,5.09226162,111.9683182,2.6414351631704442,42.132441066288955,25.962097805991352,India,1970
2.660529298,8.207190161,1486.514527,16.848586751901916,32.528136352761635,43.81738495962836,Ireland,1970
10.92760163,1.66687094,385.812266,2.19109293178623,43.65098893357529,24.374883548224474,"Iran, Islamic Rep.",1970
4.544357067,4.355595265,334.4412024,2.619070243785408,41.20695544396738,23.301688419359095,Iraq,1970
7.458143075,13.37247515,2576.353444,9.819873024763233,31.223607265575122,37.510062973307946,Iceland,1970
7.30733553,6.110742036,2476.219881,9.776146546702966,34.406792167685985,38.73778282827855,Israel,1970
5.310502429,4.968319873,2106.863959,10.465580898057283,34.775242239372425,39.62323394510289,Italy,1970
12.06440904,14.7280042,755.5953108,10.407660397766795,34.08703451679379,25.51834461882483,Jamaica,1970
0.399050645,6.924173835,2100.74807,10.40254105710238,33.17823345860675,39.21416908201703,Japan,1970
-4.655446916,2.188527039,139.7572736,10.398541132888154,40.14074318642897,29.163921004613787,Kenya,1970
10.05273481,15.95034236,279.3087463,10.654892256864315,32.5826090132177,26.086785734375397,"Korea, Rep.",1970
6.810821214,4.303903352,3842.762181781251,9.712188345667853,40.19587774350913,36.455129238176575,Latin America & Caribbean (excluding high income),1970
6.663192709,12.836167469544328,220.7624134,13.10265479427457,31.729260638758017,26.463746448661624,Liberia,1970
