GDP_Growth_Rate,GDP_Per_Capita
22.32043828,351.870854
2.097757581,110.34695
-5.649649519,3005.784399
2.4124183506917,8645.67362651896
4.24979607517022,4135.821498
6.377406519,4044.420682
1.82896697,931.1267372
10.37503184,265.7403582
3.092068234,8634.279423052953
2.4124183506917,31535.691487891225
6.207796961,6225.813598710982
1.596841747,3464.455156
3.128474703072154,352.5338404
8.289922,215.3002986
3.891123438,9185.886248022955
3.48272874,107.5783521
3.149006952509408,1888.62756
12.2177344,214.4787957
12.70271113,4183.003127449728
6.108679758,2870.15751
8.930580656,6276.342148604418
3.019043913,2441.674489
3.710752152555186,158.7043215
7.70145871,257.4849816
0.869641654,150.0323861
3.3959303553796065,8645.67362651896
4.544357067,4231.746211549942
3.002430178506961,31535.691487891225
7.30733553,2476.219881
4.926775179772297,9125.309647371565
0.399050645,2100.74807
-4.655446916,9697.244948268335
3.9110540965979754,279.3087463
6.663192709,7310.812841018914
3.846629857,185.3671328
2.177071169,67.16291998
1.574577481620034,31535.691487891225
3.002430178506961,31535.691487891225
6.502484035,706.3131871
8.104266356,206.1270565
6.136954863,58.46546333
3.9110540965979754,271.338747
3.329229045784942,12026.475151471226
3.055778922,139.1771437
6.140181424,6138.645459338684
2.575992127,9426.450827675988
2.759900073,2618.626686
8.646975079,186.3996769
3.149006952509408,1852.354673
9.11384196,934.0821561
2.4124183506917,31535.691487891225
5.907181552,118.1973193
4.672788650272456,880.636281
8.562045515,297.0429711
13.942003,3525.8211910864425
8.62049324,156.406377
2.977295093,313.0400183
2.7,723.577193
6.473673926,4736.217154
-1.796852875,8496.386905357625
13.44169049,115.2622192
5.907181552,118.1973193
4.252937722254564,502.6206744
3.7416923731819267,215.2334442
3.510658361638456,246.0731085
0.216606498,15339.644207399722
7.711914381,1018.108984
5.248661431,948.5917938
22.56515084,362.1441468
4.028980102790276,268.3500786
1.7720522533352747,31535.691487891225
5.114968585,6793.190369656794
0.45351143535061705,70.58552337
3.329229045784942,3082.927989
-1.496841826,108.4947186
-5.479483027,127.9954527
1.607142856,1827.689107
3.437500001,3866.300366
7.059999999,118.654144
3.479707817,3691.123623147709
5.145093952898705,31535.691487891225
8.583859012,766.1069507
1.7720522533352747,31535.691487891225
-11.33171917,15141.610049701514
2.4119856605474945,119.0107021
